timestamp,room_name,wattage,amperage,voltage,breaker_tripped
2025-11-28T06:00:00,Sons room,346.0,2.88,120,false
2025-11-28T06:10:00,Daughters room,270.77,2.26,120,false
2025-11-28T06:10:00,Kitchen,308.63,2.57,120,false
2025-11-28T06:10:00,Living room,336.18,2.8,120,false
2025-11-28T06:10:00,Parents room,372.46,3.1,120,false
2025-11-28T06:10:00,Sons room,281.99,2.35,120,false
2025-11-28T06:20:00,Daughters room,209.58,1.75,120,false
2025-11-28T06:20:00,Kitchen,360.49,3.0,120,false
2025-11-28T06:20:00,Living room,101.22,0.84,120,false
2025-11-28T06:20:00,Parents room,89.1,0.74,120,false
2025-11-28T06:20:00,Sons room,152.67,1.27,120,false
2025-11-28T06:30:00,Daughters room,265.82,2.22,120,false
2025-11-28T06:30:00,Kitchen,195.43,1.63,120,false
2025-11-28T06:30:00,Living room,299.62,2.5,120,false
2025-11-28T06:30:00,Parents room,329.57,2.75,120,false
2025-11-28T06:30:00,Sons room,151.85,1.27,120,false
2025-11-28T06:40:00,Daughters room,369.2,3.08,120,false
2025-11-28T06:40:00,Kitchen,129.29,1.08,120,false
2025-11-28T06:40:00,Living room,203.78,1.7,120,false
2025-11-28T06:40:00,Parents room,256.46,2.14,120,false
2025-11-28T06:40:00,Sons room,232.7,1.94,120,false
2025-11-28T06:50:00,Daughters room,163.26,1.36,120,false
2025-11-28T06:50:00,Kitchen,124.25,1.04,120,false
2025-11-28T06:50:00,Living room,310.44,2.59,120,false
2025-11-28T06:50:00,Parents room,217.87,1.82,120,false
2025-11-28T06:50:00,Sons room,222.4,1.85,120,false
2025-11-28T07:00:00,Daughters room,441.95,3.68,120,false
2025-11-28T07:00:00,Kitchen,135.29,1.13,120,false
2025-11-28T07:00:00,Living room,325.16,2.71,120,false
2025-11-28T07:00:00,Parents room,435.76,3.63,120,false
2025-11-28T07:00:00,Sons room,137.99,1.15,120,false
2025-11-28T07:10:00,Daughters room,267.39,2.23,120,false
2025-11-28T07:10:00,Kitchen,492.74,4.11,120,false
2025-11-28T07:10:00,Living room,111.19,0.93,120,false
2025-11-28T07:10:00,Parents room,281.52,2.35,120,false
2025-11-28T07:10:00,Sons room,313.65,2.61,120,false
2025-11-28T07:20:00,Daughters room,205.56,1.71,120,false
2025-11-28T07:20:00,Kitchen,443.38,3.69,120,false
2025-11-28T07:20:00,Living room,170.32,1.42,120,false
2025-11-28T07:20:00,Parents room,120.04,1.0,120,false
2025-11-28T07:20:00,Sons room,135.45,1.13,120,false
2025-11-28T07:30:00,Daughters room,326.37,2.72,120,false
2025-11-28T07:30:00,Kitchen,226.39,1.89,120,false
2025-11-28T07:30:00,Living room,212.77,1.77,120,false
2025-11-28T07:30:00,Parents room,278.17,2.32,120,false
2025-11-28T07:30:00,Sons room,496.82,4.14,120,false
2025-11-28T07:40:00,Daughters room,383.65,3.2,120,false
2025-11-28T07:40:00,Kitchen,156.29,1.3,120,false
2025-11-28T07:40:00,Living room,237.39,1.98,120,false
2025-11-28T07:40:00,Parents room,197.28,1.64,120,false
2025-11-28T07:40:00,Sons room,338.45,2.82,120,false
2025-11-28T07:50:00,Daughters room,254.35,2.12,120,false
2025-11-28T07:50:00,Kitchen,387.24,3.23,120,false
2025-11-28T07:50:00,Living room,109.91,0.92,120,false
2025-11-28T07:50:00,Parents room,466.1,3.88,120,false
2025-11-28T07:50:00,Sons room,145.34,1.21,120,false
2025-11-28T08:00:00,Daughters room,212.43,1.77,120,false
2025-11-28T08:00:00,Kitchen,208.43,1.74,120,false
2025-11-28T08:00:00,Living room,345.93,2.88,120,false
2025-11-28T08:00:00,Parents room,191.58,1.6,120,false
2025-11-28T08:00:00,Sons room,388.66,3.24,120,false
2025-11-28T08:10:00,Daughters room,256.81,2.14,120,false
2025-11-28T08:10:00,Kitchen,423.86,3.53,120,false
2025-11-28T08:10:00,Living room,351.76,2.93,120,false
2025-11-28T08:10:00,Parents room,124.21,1.04,120,false
2025-11-28T08:10:00,Sons room,213.36,1.78,120,false
2025-11-28T08:20:00,Daughters room,346.15,2.88,120,false
2025-11-28T08:20:00,Kitchen,394.92,3.29,120,false
2025-11-28T08:20:00,Living room,348.06,2.9,120,false
2025-11-28T08:20:00,Parents room,341.33,2.84,120,false
2025-11-28T08:20:00,Sons room,297.89,2.48,120,false
2025-11-28T08:30:00,Daughters room,260.54,2.17,120,false
2025-11-28T08:30:00,Kitchen,412.31,3.44,120,false
2025-11-28T08:30:00,Living room,116.11,0.97,120,false
2025-11-28T08:30:00,Parents room,252.24,2.1,120,false
2025-11-28T08:30:00,Sons room,420.32,3.5,120,false
2025-11-28T08:40:00,Daughters room,469.31,3.91,120,false
2025-11-28T08:40:00,Kitchen,302.71,2.52,120,false
2025-11-28T08:40:00,Living room,135.28,1.13,120,false
2025-11-28T08:40:00,Parents room,402.85,3.36,120,false
2025-11-28T08:40:00,Sons room,171.05,1.43,120,false
2025-11-28T08:50:00,Daughters room,323.19,2.69,120,false
2025-11-28T08:50:00,Kitchen,120.95,1.01,120,false
2025-11-28T08:50:00,Living room,276.62,2.31,120,false
2025-11-28T08:50:00,Parents room,494.57,4.12,120,false
2025-11-28T08:50:00,Sons room,202.63,1.69,120,false
2025-11-28T09:00:00,Daughters room,425.02,3.54,120,false
2025-11-28T09:00:00,Kitchen,206.31,1.72,120,false
2025-11-28T09:00:00,Living room,407.78,3.4,120,false
2025-11-28T09:00:00,Parents room,126.26,1.05,120,false
2025-11-28T09:00:00,Sons room,196.85,1.64,120,false
2025-11-28T09:10:00,Daughters room,163.84,1.37,120,false
2025-11-28T09:10:00,Kitchen,179.0,1.49,120,false
2025-11-28T09:10:00,Living room,421.15,3.51,120,false
2025-11-28T09:10:00,Parents room,328.97,2.74,120,false
2025-11-28T09:10:00,Sons room,499.51,4.16,120,false
2025-11-28T09:20:00,Daughters room,398.52,3.32,120,false
2025-11-28T09:20:00,Kitchen,446.91,3.72,120,false
2025-11-28T09:20:00,Living room,429.76,3.58,120,false
2025-11-28T09:20:00,Parents room,241.68,2.01,120,false
2025-11-28T09:20:00,Sons room,406.6,3.39,120,false
2025-11-28T09:30:00,Daughters room,455.43,3.8,120,false
2025-11-28T09:30:00,Kitchen,263.37,2.19,120,false
2025-11-28T09:30:00,Living room,484.34,4.04,120,false
2025-11-28T09:30:00,Parents room,488.97,4.07,120,false
2025-11-28T09:30:00,Sons room,480.0,4.0,120,false
2025-11-28T09:40:00,Daughters room,184.75,1.54,120,false
2025-11-28T09:40:00,Kitchen,260.3,2.17,120,false
2025-11-28T09:40:00,Living room,181.23,1.51,120,false
2025-11-28T09:40:00,Parents room,111.87,0.93,120,false
2025-11-28T09:40:00,Sons room,313.99,2.62,120,false
2025-11-28T09:50:00,Daughters room,119.24,0.99,120,false
2025-11-28T09:50:00,Kitchen,407.23,3.39,120,false
2025-11-28T09:50:00,Living room,403.79,3.36,120,false
2025-11-28T09:50:00,Parents room,366.27,3.05,120,false
2025-11-28T09:50:00,Sons room,277.66,2.31,120,false
2025-11-28T10:00:00,Daughters room,308.21,2.57,120,false
2025-11-28T10:00:00,Kitchen,334.5,2.79,120,false
2025-11-28T10:00:00,Living room,482.72,4.02,120,false
2025-11-28T10:00:00,Parents room,244.01,2.03,120,false
2025-11-28T10:00:00,Sons room,353.22,2.94,120,false
2025-11-28T10:10:00,Daughters room,492.81,4.11,120,false
2025-11-28T10:10:00,Kitchen,108.3,0.9,120,false
2025-11-28T10:10:00,Living room,376.48,3.14,120,false
2025-11-28T10:10:00,Parents room,239.73,2.0,120,false
2025-11-28T10:10:00,Sons room,187.08,1.56,120,false
2025-11-28T10:20:00,Daughters room,170.25,1.42,120,false
2025-11-28T10:20:00,Kitchen,136.96,1.14,120,false
2025-11-28T10:20:00,Living room,416.66,3.47,120,false
2025-11-28T10:20:00,Parents room,165.01,1.38,120,false
2025-11-28T10:20:00,Sons room,123.02,1.03,120,false
2025-11-28T10:30:00,Daughters room,270.64,2.26,120,false
2025-11-28T10:30:00,Kitchen,257.53,2.15,120,false
2025-11-28T10:30:00,Living room,136.27,1.14,120,false
2025-11-28T10:30:00,Parents room,227.2,1.89,120,false
2025-11-28T10:30:00,Sons room,303.42,2.53,120,false
2025-11-28T10:40:00,Daughters room,192.18,1.6,120,false
2025-11-28T10:40:00,Kitchen,440.91,3.67,120,false
2025-11-28T10:40:00,Living room,125.87,1.05,120,false
2025-11-28T10:40:00,Parents room,405.96,3.38,120,false
2025-11-28T10:40:00,Sons room,358.15,2.98,120,false
2025-11-28T10:50:00,Daughters room,434.32,3.62,120,false
2025-11-28T10:50:00,Kitchen,232.41,1.94,120,false
2025-11-28T10:50:00,Living room,492.46,4.1,120,false
2025-11-28T10:50:00,Parents room,492.64,4.11,120,false
2025-11-28T10:50:00,Sons room,227.96,1.9,120,false
2025-11-28T11:00:00,Daughters room,319.45,2.66,120,false
2025-11-28T11:00:00,Kitchen,117.97,0.98,120,false
2025-11-28T11:00:00,Living room,156.89,1.31,120,false
2025-11-28T11:00:00,Parents room,206.33,1.72,120,false
2025-11-28T11:00:00,Sons room,226.73,1.89,120,false
2025-11-28T11:10:00,Daughters room,224.3,1.87,120,false
2025-11-28T11:10:00,Kitchen,316.36,2.64,120,false
2025-11-28T11:10:00,Living room,377.11,3.14,120,false
2025-11-28T11:10:00,Parents room,399.1,3.33,120,false
2025-11-28T11:10:00,Sons room,197.88,1.65,120,false
2025-11-28T11:20:00,Daughters room,277.05,2.31,120,false
2025-11-28T11:20:00,Kitchen,101.38,0.84,120,false
2025-11-28T11:20:00,Living room,398.76,3.32,120,false
2025-11-28T11:20:00,Parents room,496.48,4.14,120,false
2025-11-28T11:20:00,Sons room,175.15,1.46,120,false
2025-11-28T11:30:00,Daughters room,485.65,4.05,120,false
2025-11-28T11:30:00,Kitchen,373.09,3.11,120,false
2025-11-28T11:30:00,Living room,167.74,1.4,120,false
2025-11-28T11:30:00,Parents room,425.4,3.54,120,false
2025-11-28T11:30:00,Sons room,375.16,3.13,120,false
2025-11-28T11:40:00,Daughters room,184.82,1.54,120,false
2025-11-28T11:40:00,Kitchen,227.55,1.9,120,false
2025-11-28T11:40:00,Living room,210.09,1.75,120,false
2025-11-28T11:40:00,Parents room,425.91,3.55,120,false
2025-11-28T11:40:00,Sons room,498.1,4.15,120,false
2025-11-28T11:50:00,Daughters room,499.28,4.16,120,false
2025-11-28T11:50:00,Kitchen,284.62,2.37,120,false
2025-11-28T11:50:00,Living room,200.17,1.67,120,false
2025-11-28T11:50:00,Parents room,322.09,2.68,120,false
2025-11-28T11:50:00,Sons room,326.29,2.72,120,false
2025-11-28T12:00:00,Daughters room,197.66,1.65,120,false
2025-11-28T12:00:00,Kitchen,303.07,2.53,120,false
2025-11-28T12:00:00,Living room,412.66,3.44,120,false
2025-11-28T12:00:00,Parents room,114.01,0.95,120,false
2025-11-28T12:00:00,Sons room,165.56,1.38,120,false
2025-11-28T12:10:00,Daughters room,144.84,1.21,120,false
2025-11-28T12:10:00,Kitchen,408.93,3.41,120,false
2025-11-28T12:10:00,Living room,378.95,3.16,120,false
2025-11-28T12:10:00,Parents room,397.71,3.31,120,false
2025-11-28T12:10:00,Sons room,228.32,1.9,120,false
2025-11-28T12:20:00,Daughters room,108.5,0.9,120,false
2025-11-28T12:20:00,Kitchen,335.2,2.79,120,false
2025-11-28T12:20:00,Living room,444.28,3.7,120,false
2025-11-28T12:20:00,Parents room,446.99,3.72,120,false
2025-11-28T12:20:00,Sons room,245.19,2.04,120,false
2025-11-28T12:30:00,Daughters room,103.14,0.86,120,false
2025-11-28T12:30:00,Kitchen,141.98,1.18,120,false
2025-11-28T12:30:00,Living room,220.02,1.83,120,false
2025-11-28T12:30:00,Parents room,232.21,1.94,120,false
2025-11-28T12:30:00,Sons room,292.14,2.43,120,false
2025-11-28T12:40:00,Daughters room,322.22,2.69,120,false
2025-11-28T12:40:00,Kitchen,308.69,2.57,120,false
2025-11-28T12:40:00,Living room,184.07,1.53,120,false
2025-11-28T12:40:00,Parents room,123.96,1.03,120,false
2025-11-28T12:40:00,Sons room,117.84,0.98,120,false
2025-11-28T12:50:00,Daughters room,288.93,2.41,120,false
2025-11-28T12:50:00,Kitchen,395.5,3.3,120,false
2025-11-28T12:50:00,Living room,497.27,4.14,120,false
2025-11-28T12:50:00,Parents room,310.61,2.59,120,false
2025-11-28T12:50:00,Sons room,123.24,1.03,120,false
2025-11-28T13:00:00,Daughters room,214.07,1.78,120,false
2025-11-28T13:00:00,Kitchen,217.03,1.81,120,false
2025-11-28T13:00:00,Living room,348.28,2.9,120,false
2025-11-28T13:00:00,Parents room,380.32,3.17,120,false
2025-11-28T13:00:00,Sons room,433.96,3.62,120,false
2025-11-28T13:10:00,Daughters room,327.83,2.73,120,false
2025-11-28T13:10:00,Kitchen,145.43,1.21,120,false
2025-11-28T13:10:00,Living room,221.53,1.85,120,false
2025-11-28T13:10:00,Parents room,407.22,3.39,120,false
2025-11-28T13:10:00,Sons room,359.12,2.99,120,false
2025-11-28T13:20:00,Daughters room,489.27,4.08,120,false
2025-11-28T13:20:00,Kitchen,214.05,1.78,120,false
2025-11-28T13:20:00,Living room,137.76,1.15,120,false
2025-11-28T13:20:00,Parents room,427.02,3.56,120,false
2025-11-28T13:20:00,Sons room,131.45,1.1,120,false
2025-11-28T13:30:00,Daughters room,123.41,1.03,120,false
2025-11-28T13:30:00,Kitchen,322.52,2.69,120,false
2025-11-28T13:30:00,Living room,257.08,2.14,120,false
2025-11-28T13:30:00,Parents room,480.72,4.01,120,false
2025-11-28T13:30:00,Sons room,127.4,1.06,120,false
2025-11-28T13:40:00,Daughters room,387.05,3.23,120,false
2025-11-28T13:40:00,Kitchen,224.14,1.87,120,false
2025-11-28T13:40:00,Living room,347.66,2.9,120,false
2025-11-28T13:40:00,Parents room,177.06,1.48,120,false
2025-11-28T13:40:00,Sons room,323.76,2.7,120,false
2025-11-28T13:50:00,Daughters room,458.33,3.82,120,false
2025-11-28T13:50:00,Kitchen,311.82,2.6,120,false
2025-11-28T13:50:00,Living room,461.81,3.85,120,false
2025-11-28T13:50:00,Parents room,103.98,0.87,120,false
2025-11-28T13:50:00,Sons room,317.49,2.65,120,false
2025-11-28T14:00:00,Daughters room,424.52,3.54,120,false
2025-11-28T14:00:00,Kitchen,468.42,3.9,120,false
2025-11-28T14:00:00,Living room,390.66,3.26,120,false
2025-11-28T14:00:00,Parents room,410.85,3.42,120,false
2025-11-28T14:00:00,Sons room,407.27,3.39,120,false
2025-11-28T14:10:00,Daughters room,307.17,2.56,120,false
2025-11-28T14:10:00,Kitchen,367.49,3.06,120,false
2025-11-28T14:10:00,Living room,353.5,2.95,120,false
2025-11-28T14:10:00,Parents room,469.27,3.91,120,false
2025-11-28T14:10:00,Sons room,178.84,1.49,120,false
2025-11-28T14:20:00,Daughters room,433.06,3.61,120,false
2025-11-28T14:20:00,Kitchen,374.67,3.12,120,false
2025-11-28T14:20:00,Living room,355.37,2.96,120,false
2025-11-28T14:20:00,Parents room,394.38,3.29,120,false
2025-11-28T14:20:00,Sons room,228.99,1.91,120,false
2025-11-28T14:30:00,Daughters room,395.25,3.29,120,false
2025-11-28T14:30:00,Kitchen,480.06,4.0,120,false
2025-11-28T14:30:00,Living room,427.27,3.56,120,false
2025-11-28T14:30:00,Parents room,487.51,4.06,120,false
2025-11-28T14:30:00,Sons room,110.57,0.92,120,false
2025-11-28T14:40:00,Daughters room,149.54,1.25,120,false
2025-11-28T14:40:00,Kitchen,181.8,1.52,120,false
2025-11-28T14:40:00,Living room,443.55,3.7,120,false
2025-11-28T14:40:00,Parents room,395.23,3.29,120,false
2025-11-28T14:40:00,Sons room,205.18,1.71,120,false
2025-11-28T14:50:00,Daughters room,351.65,2.93,120,false
2025-11-28T14:50:00,Kitchen,209.54,1.75,120,false
2025-11-28T14:50:00,Living room,270.17,2.25,120,false
2025-11-28T14:50:00,Parents room,174.86,1.46,120,false
2025-11-28T14:50:00,Sons room,387.17,3.23,120,false
2025-11-28T15:00:00,Daughters room,1986.83,16.56,120,true
2025-11-28T15:00:00,Kitchen,309.18,2.58,120,false
2025-11-28T15:00:00,Living room,119.43,1.0,120,false
2025-11-28T15:00:00,Parents room,118.58,0.99,120,false
2025-11-28T15:00:00,Sons room,1889.52,15.75,120,true
2025-11-28T15:10:00,Daughters room,1867.67,15.56,120,true
2025-11-28T15:10:00,Kitchen,368.52,3.07,120,false
2025-11-28T15:10:00,Living room,257.22,2.14,120,false
2025-11-28T15:10:00,Parents room,289.56,2.41,120,false
2025-11-28T15:10:00,Sons room,1803.21,15.03,120,true
2025-11-28T15:20:00,Daughters room,2069.75,17.25,120,true
